155,122,155,122,155,122,155,122,155,122,63,170,63,170,186,182,186,182,186,182,175,92,175,92,175,92,175,92,175,92,175,92,75,115,75,115,75,115,75,115,
155,122,155,122,155,122,155,122,161,128,108,168,108,168,164,148,186,182,164,148,169,119,169,119,175,92,169,119,169,119,169,119,75,115,75,115,118,117,120,117,
155,122,155,122,155,122,155,122,161,128,143,145,143,145,164,148,186,182,164,148,169,119,169,119,175,92,169,119,169,119,169,119,75,115,75,115,146,117,146,117,
155,122,155,122,155,122,155,122,161,128,145,143,145,143,164,148,186,182,164,148,169,119,169,119,175,92,169,119,169,119,169,119,75,115,75,115,146,117,146,117,
155,122,155,122,155,122,155,122,161,128,145,143,145,143,164,148,186,182,164,148,169,119,169,119,175,92,169,119,169,119,169,119,75,115,75,115,146,117,146,117,
155,122,155,122,155,122,155,122,161,128,145,143,145,143,164,148,186,182,164,148,169,119,169,119,175,92,169,119,169,119,169,119,75,115,75,115,146,117,146,117,
155,122,155,122,155,122,155,122,161,128,145,143,145,143,164,148,186,182,164,148,169,119,169,119,175,92,169,119,169,119,169,119,75,115,75,115,146,117,146,117,
156,124,157,124,157,124,155,122,161,128,145,143,145,143,164,148,184,166,164,148,169,119,169,119,168,116,169,119,169,119,169,119,109,114,100,112,146,117,146,117,
157,124,157,124,157,124,156,124,161,128,145,143,145,143,164,148,164,148,164,148,169,119,169,119,175,99,169,119,169,119,169,119,146,123,143,125,146,117,146,117,
157,124,155,123,156,125,157,124,161,128,145,143,145,143,164,148,186,182,164,148,169,119,169,119,172,102,169,119,169,119,169,119,102,113,109,115,146,117,146,117,
157,124,157,124,161,128,157,124,161,128,145,143,145,143,164,148,165,146,164,148,169,119,169,119,163,113,169,119,169,119,169,119,93,116,84,117,146,117,146,117,
161,128,157,124,161,128,157,124,161,128,145,143,145,143,164,148,183,168,164,148,169,119,169,119,176,106,169,119,169,119,169,119,135,120,127,118,146,117,146,117,
161,128,157,124,161,128,155,124,161,128,145,143,145,143,164,148,175,157,164,148,169,119,169,119,174,96,169,119,169,119,169,119,122,117,127,118,146,117,146,117,
161,128,155,124,161,128,157,124,161,128,145,143,145,143,164,148,175,155,164,148,169,119,169,119,163,109,169,119,169,119,169,119,76,115,84,117,146,117,146,117,
161,128,157,124,161,128,157,124,161,128,145,143,145,143,164,148,184,169,164,148,169,119,169,119,173,111,169,119,169,119,169,119,118,117,109,114,146,117,146,117,
161,128,157,124,161,128,157,124,161,128,145,143,145,143,164,148,163,146,164,148,169,119,169,119,174,92,169,119,169,119,169,119,137,122,143,126,146,117,146,117,
161,128,157,124,161,128,161,128,161,128,145,143,145,143,164,148,184,181,164,148,169,119,169,119,165,105,169,119,169,119,169,119,94,113,100,113,146,117,146,117,
161,128,161,128,161,128,161,128,161,128,145,143,145,143,164,148,167,147,164,148,169,119,169,119,169,115,169,119,169,119,169,119,99,113,94,115,146,117,146,117,
161,128,161,128,161,128,161,128,161,128,145,143,145,143,164,148,182,166,164,148,169,119,169,119,174,97,169,119,169,119,169,119,143,123,136,121,146,117,146,117,
161,128,161,128,161,128,161,128,161,128,145,143,145,143,164,148,177,160,164,148,169,119,169,119,171,104,169,119,169,119,169,119,110,116,120,117,146,117,146,117,
161,128,161,128,161,128,161,128,161,128,145,143,145,143,164,148,164,148,164,148,169,119,169,119,175,92,169,119,169,119,169,119,75,115,75,115,146,117,146,117,
161,128,161,128,161,128,161,128,161,128,145,143,145,143,164,148,164,148,164,148,169,119,169,119,175,92,169,119,169,119,169,119,75,115,75,115,146,117,146,117,
161,128,161,128,161,128,161,128,161,128,145,143,145,143,164,148,164,148,164,148,169,119,169,119,175,92,169,119,169,119,169,119,75,115,75,115,146,117,146,117,
161,128,161,128,161,128,161,128,161,128,145,143,145,143,164,148,164,148,164,148,169,119,169,119,175,92,169,119,169,119,169,119,75,115,75,115,146,117,146,117,
161,128,161,128,161,128,161,128,161,128,145,143,145,143,164,148,164,148,164,148,169,119,169,119,175,92,169,119,169,119,169,119,75,115,75,115,146,117,146,117,
161,128,161,128,161,128,161,128,161,128,145,143,145,143,164,148,164,148,164,148,169,119,169,119,175,92,169,119,169,119,169,119,75,115,75,115,146,117,146,117,
